symbol,category
Slc4a7,metabolism and transport
Atxn7,development
Ry1,transcription
Ptprg,signaling
Kctd6,metabolism and transport
Rpp14,translation and protein modification
Txndc16,electron transport
Ero1l,metabolism and transport
Gnpnat1,metabolism and transport
Ddhd1,metabolism and transport
Gch1,signaling
RGD1304610,EST
Exoc5,metabolism and transport
Slc35f4,metabolism and transport
RGD1310110,miscellaneous and unknown
Olr1608,receptors and binding proteins
Olr1612,receptors and binding proteins
Olr1625,receptors and binding proteins
Olr1629,receptors and binding proteins
Rnase1l1,translation and protein modification
Rnase1,translation and protein modification
Zfp219,transcription
Chd8,epigenetics
Rab2b,signaling
Olr1645,receptors and binding proteins
LOC691130,miscellaneous and unknown
LOC100361589,miscellaneous and unknown
LOC691079,miscellaneous and unknown
LOC100359800,miscellaneous and unknown
RGD1565222,EST
Psmb5,proteolysis
Slc7a8,metabolism and transport
Homez,development
Psme2,proteolysis
Ipo4,transcription
Nedd8,development
Tinf2,transcription
Rabggta,signaling
Dhrs1,metabolism and transport
Sdr39u1,metabolism and transport
Cma1,proteolysis
Mcpt1,proteolysis
RGD1561819,proteolysis
Gzmc,proteolysis
Pspc1,transcription
RGD1306353,proteolysis
Gjb2,cytoskeleton
Gjb6,cytoskeleton
Xpo4,metabolism and transport
Lats2,transcription
Phf11l,transcription
Nupl1,metabolism and transport
Ints6,translation and protein modification
Neil2,metabolism and transport
Gata4,transcription
Msra,metabolism and transport
Extl3,metabolism and transport
Pnoc,growth factor
Ptk2b,signaling
Dpysl2,metabolism and transport
Ppp2r2a,signaling
Piwil2,electron transport
Epb4.9,cytoskeleton
Npm2,translation and protein modification
Slc25a30,metabolism and transport
RGD1310185,EST
Dnajc15,transcription
RGD1561955,signaling
Wbp4,receptors and binding proteins
Dis3,metabolism and transport
Klf12,transcription
LOC686547,signaling
Kctd12,metabolism and transport
Ednrb,receptors and binding proteins
RGD1308297,miscellaneous and unknown
Spry2,signaling
Slitrk1,development
Dct,metabolism and transport
Abcc4,receptors and binding proteins
Rps7,translation and protein modification
Slc15a1,metabolism and transport
Gpr183,signaling
A2ld1,metabolism and transport
Tmtc4,miscellaneous and unknown
Rarb,signaling
LOC305698,electron transport
LOC100361418,miscellaneous and unknown
Anxa11,signaling
Cphx,epigenetics
Duxbl,transcription
Il17rd,receptors and binding proteins
Arhgef3,signaling
LOC679469,development
Erc2,cytoskeleton
Selk,metabolism and transport
Chdh,metabolism and transport
Mustn1,development
Itih4,proteolysis
Nek4,signaling
Nt5dc2,metabolism and transport
Tnnc1,cytoskeleton
Sema3g,development
Capn7,proteolysis
Eaf1,apoptosis
Btd,metabolism and transport
Ogdhl,metabolism and transport
Gdf10,growth factor
Glud1,metabolism and transport
LOC290577,EST
Mir346,micro RNA
RGD1562641,miscellaneous and unknown
LOC683302,EST
Slc35e1,metabolism and transport
Cherp,metabolism and transport
Cnot7,transcription
Myo9b,cytoskeleton
Use1,Golgi apparatus
Ankrd41,transcription
Mrpl34,translation and protein modification
Slc27a1,metabolism and transport
Jak3,signaling
Rpl18a,translation and protein modification
Slc5a5,metabolism and transport
Ccdc124,transcription
Mast3,cytoskeleton
Pik3r2,signaling
Ifi30,receptors and binding proteins
Jund,transcription
Pgpep1,proteolysis
Ssbp4,translation and protein modification
LOC498606,miscellaneous and unknown
Uba52,proteolysis
Tmem59l,development
Rent1,transcription
Slc25a42,metabolism and transport
Ncan,cytoskeleton
RGD1308759,miscellaneous and unknown
Gatad2a,transcription
Ndufa13,electron transport
MGC72612,EST
Csgalnact1,metabolism and transport
Psd3,signaling
RGD1563284,cytoskeleton
Klhl2,cytoskeleton
Sc4mol,metabolism and transport
Ddx60,transcription
LOC290704,cytoskeleton
LOC100360205,cytoskeleton
Galntl6,metabolism and transport
RGD1308517,miscellaneous and unknown
Neil3,DNA repair
Eif3j,translation and protein modification
Odz3,development
Wwc2,miscellaneous and unknown
Stox2,development
Tlr3,receptors and binding proteins
Dlc1,signaling
Leprotl1,receptors and binding proteins
RGD1561067,translation and protein modification
Ubxn8,proteolysis
RGD1562638,signaling
Rab11fip1,signaling
Fnta,metabolism and transport
RGD1560755,miscellaneous and unknown
Letm2,signaling
Ap3m2,Golgi apparatus
Csmd1,signaling
Erich1,miscellaneous and unknown
Rasa3,signaling
Dcun1d2,proteolysis
Grtp1,signaling
Ankrd10,transcription
Col4a1,cytoskeleton
Lig4,DNA repair
Dctpp1,development
RGD1305689,miscellaneous and unknown
RGD1560873,EST
Cacna2d3,metabolism and transport
Il17rb,receptors and binding proteins
Cacna1d,metabolism and transport
Prkcd,signaling
Gnl3,signaling
Snhg8,epigenetics
LOC100363145,receptors and binding proteins
Nisch,signaling
Phf7,transcription
RGD1564325,translation and protein modification
Dph3,miscellaneous and unknown
Znf488,transcription
Sncg,development
Bmpr1a,receptors and binding proteins
Rgr,signaling
Ghitm,growth factor
LOC683469,translation and protein modification
Nrg3,growth factor
RGD1309676,EST
Tmem38a,miscellaneous and unknown
LOC100364350,miscellaneous and unknown
Ny-sar-48,immune response
Nr2f6,transcription
RGD1563946,miscellaneous and unknown
Bst2,signaling
Rab3a,signaling
Isyna1,metabolism and transport
Ell,translation and protein modification
Crlf1,growth factor
Gdf1,growth factor
Tmem161a,metabolism and transport
Atp13a1,metabolism and transport
Atp6v1b2,metabolism and transport
Lpl,metabolism and transport
Sh2d4a,miscellaneous and unknown
Tmem192,miscellaneous and unknown
Cbr4,metabolism and transport
Nek1,signaling
Mfap3l,cytoskeleton
Aadat,metabolism and transport
Hmgb2,epigenetics
Scrg1,development
Hand2,transcription
Hpgd,metabolism and transport
LOC680643,development
Gpm6a,cytoskeleton
Enpp6,signaling
Casp3,apoptosis
Mlf1ip,transcription
Acsl1,metabolism and transport
Pdlim3,cytoskeleton
Sorbs2,cytoskeleton
Slc7a2,metabolism and transport
Zdhhc2,transcription
RGD1304810,miscellaneous and unknown
Pragmin,cytoskeleton
Mfhas1,miscellaneous and unknown
Dusp4,signaling
Tmem66,miscellaneous and unknown
Purg,signaling
Star,metabolism and transport
Sfrp1,signaling
Plat,proteolysis
Slc20a2,metabolism and transport
Tpte,signaling
Alg11,metabolism and transport
Defb1,signaling
Defb33,signaling
Agpat5,metabolism and transport
Map1lc3b,cytoskeleton
Kbtbd11,transcription
RGD1565043,signaling
Atp11a,metabolism and transport
Col4a2,cytoskeleton
Abhd13,metabolism and transport
RGD1564807,transcription
Spata4,development
Gpx1,electron transport
Usp4,proteolysis
Ccdc71,transcription
Lamb2,cytoskeleton
Usp19,proteolysis
Tcta,development
Ndufs6,metabolism and transport
Dlat,metabolism and transport
Srd5a1,metabolism and transport
Pols,transcription
Mtrr,epigenetics
Hiatl1,miscellaneous and unknown
Prss47,proteolysis
Ctsl1,proteolysis
Ptch1,receptors and binding proteins
Fbp2,metabolism and transport
Ctla2a,proteolysis
Slc28a3,metabolism and transport
Mir7a-1,micro RNA
Kif27,cytoskeleton
Ubqln1,proteolysis
Klhl3,transcription
Spock1,cytoskeleton
Cxcl14,growth factor
Pdlim7,receptors and binding proteins
Dbn1,development
Lman2,EST
Rnf44,proteolysis
Cltb,cytoskeleton
LOC306766,miscellaneous and unknown
Drd1a,epigenetics
Nfil3,transcription
Diras2,signaling
Sema4d,development
LOC689165,miscellaneous and unknown
RGD1306058,EST
Fam120a,miscellaneous and unknown
Ptpdc1,signaling
Zfp169,transcription
Tbc1d7,signaling
Nedd9,development
Elovl2,metabolism and transport
Eef1e1,translation and protein modification
Muted,development
Ssr1,transcription
F13a1,immune response
LOC100363003,EST
RGD1311307,miscellaneous and unknown
Slc22a23,metabolism and transport
Tubb2b,cytoskeleton
Serpinb1a,proteolysis
Gmds,signaling
Hdgfl1,growth factor
Mrs2,metabolism and transport
RGD1564767,epigenetics
Hist1h1a,epigenetics
Slc17a3,metabolism and transport
Btn1a1,miscellaneous and unknown
Zfp322a,transcription
Hist1h4b,epigenetics
LOC682649,epigenetics
Hist1h2bf,epigenetics
LOC680511,epigenetics
Hist1h1b,epigenetics
Zfp192,transcription
Zfp187,transcription
Zkscan3,transcription
Olr1664,receptors and binding proteins
RGD1306613,EST
Rala,transcription
RGD1308114,EST
Hecw1,translation and protein modification
Kif5b,cytoskeleton
Fzd8,receptors and binding proteins
Gpr137b,signaling
RGD1561231,signaling
LOC691693,EST
Lgals8,cytoskeleton
Actn2,cytoskeleton
Chrm3,receptors and binding proteins
Wdr37,development
Akr1c19,metabolism and transport
Net1,development
Calml3,signaling
RGD1564456,EST
Rbm17,translation and protein modification
Pfkfb3,Golgi apparatus
LOC498793,proteolysis
Gata3,transcription
Sec61a2,receptors and binding proteins
Optn,development
Mt1a,proteolysis
Meig1,development
Rpl34,translation and protein modification
Pter,metabolism and transport
Vim,cytoskeleton
Mrc1,receptors and binding proteins
Arl5b,translation and protein modification
Plxdc2,receptors and binding proteins
Otud1,miscellaneous and unknown
RGD1563437,EST
Thnsl1,metabolism and transport
Acbd5,metabolism and transport
Yme1l1,proteolysis
RGD1560209,signaling
Mrpl36,translation and protein modification
Irx2,development
RGD1308544,EST
RGD1566325,development
Zfp748,transcription
LOC680290,transcription
LOC100363462,transcription
Fam75a4,miscellaneous and unknown
RGD1561537,DNA repair
Mir23b,micro RNA
Npepo,proteolysis
Dapk1,apoptosis
Tgfbi,growth factor
Catsper3,metabolism and transport
Tmed9,metabolism and transport
Pfn3,cytoskeleton
Prelid1,apoptosis
Fbxo23,transcription
Faf2,proteolysis
RGD1306917,EST
Ror2,signaling
Gadd45g,epigenetics
S1pr3,signaling
RGD1560527,signaling
Iars,translation and protein modification
Nol8,transcription
Ogn,growth factor
Omd,cytoskeleton
Ippk,signaling
Ninj1,cytoskeleton
Id4,epigenetics
Rnf144b,proteolysis
Aof1,metabolism and transport
Rbm24,translation and protein modification
Cd83,immune response
Phactr1,signaling
Pak1ip1,signaling
Gcnt2,Golgi apparatus
Rpl13a,translation and protein modification
Bmp6,growth factor
Snrnp48,translation and protein modification
Dsp,EST
Rreb1,signaling
Tpi1,metabolism and transport
Ly86,immune response
Prpf4b,translation and protein modification
Psmg4,proteolysis
Bphl,metabolism and transport
Nqo2,metabolism and transport
RGD1560658,metabolism and transport
Agtr1a,receptors and binding proteins
Dcdc2,development
Gpld1,metabolism and transport
RGD1306939,EST
LOC100360053,miscellaneous and unknown
LOC679840,epigenetics
Hist1h2ail,epigenetics
Hist1h2bb,epigenetics
Hist1h2bc,epigenetics
Hist1h2bn,epigenetics
Hist1h2bl,epigenetics
Hist1h2ak,epigenetics
Olr1657,receptors and binding proteins
Znf307,transcription
Zscan12,translation and protein modification
Sfrp4,development
LOC498759,miscellaneous and unknown
Amph,receptors and binding proteins
RGD1560511,Golgi apparatus
Inhba,development
Gli3,transcription
RGD1308147,EST
Zeb1,transcription
Svil,cytoskeleton
RGD1562037,miscellaneous and unknown
RGD1564062,translation and protein modification
Cul2,proteolysis
RGD1564791,miscellaneous and unknown
Mkx,epigenetics
Mpp7,cytoskeleton
Ccny,cell cycle
Nid1,cytoskeleton
Ero1lb,metabolism and transport
Heatr1,receptors and binding proteins
Zp4,cytoskeleton
RGD1560155,miscellaneous and unknown
Idi1,metabolism and transport
Akr1c13,metabolism and transport
Akr1c14,metabolism and transport
Akr1cl1,metabolism and transport
Tubal3,cytoskeleton
Asb13,transcription
Nudt5,transcription
Ccdc3,transcription
C1ql3,immune response
RGD1564552,translation and protein modification
LOC686314,development
Pip4k2a,signaling
Prtfdc1,metabolism and transport
Enkur,metabolism and transport
RGD1565635,transcription
Colec12,metabolism and transport
Thoc1,transcription
RGD1566021,miscellaneous and unknown
Rbbp8,cell cycle
RGD1562997,transcription
Dsg2,cytoskeleton
Ttr,receptors and binding proteins
Rnf125,proteolysis
Zfp35,transcription
Galnt1,Golgi apparatus
RGD1559877,translation and protein modification
Elp2,transcription
Mocos,metabolism and transport
RGD1564140,miscellaneous and unknown
Polr2d,transcription
Wdr33,miscellaneous and unknown
Lims2,cytoskeleton
Bin1,transcription
Apc,development
Pkd2l2,development
Egr1,cell cycle
Ctnna1,signaling
Cxxc5,epigenetics
Pura,transcription
Tmco6,miscellaneous and unknown
Ik,growth factor
Zmat2,transcription
Pcdhb5,cytoskeleton
Pcdhb6,cytoskeleton
Pcdhb8,cytoskeleton
Pcdhb13,cytoskeleton
Pcdhb15,cytoskeleton
Pcdhb18,cytoskeleton
Pcdhb19,cytoskeleton
Pcdhgb6,EST
Arhgap26,signaling
RGD1559856,metabolism and transport
Stk32a,signaling
Dcp2,translation and protein modification
Ythdc2,translation and protein modification
Elmod2,signaling
Kcnn2,metabolism and transport
Eif1a,translation and protein modification
Prr16,metabolism and transport
Srfbp1,transcription
Gykl1,metabolism and transport
Gramd3,miscellaneous and unknown
Phax,translation and protein modification
Lmnb1,cytoskeleton
Megf10,growth factor
Prrc1,miscellaneous and unknown
Isoc1,metabolism and transport
Adamts19,proteolysis
RGD1309362,signaling
MGC108823,signaling
RGD1305184,miscellaneous and unknown
Rps14,translation and protein modification
Cd74,immune response
Arsi,metabolism and transport
Csf1r,growth factor
Csnk1a1,signaling
Sh3tc2,development
Grp,metabolism and transport
Ccbe1,cytoskeleton
Lman1,cytoskeleton
Pmaip1,signaling
Gnal,signaling
Impa2,signaling
Slmo1,development
Tcf4,transcription
Cxxc1,epigenetics
Mbd1,epigenetics
Myo5b,cytoskeleton
Acaa2,metabolism and transport
Rpl17,translation and protein modification
RGD1562987,EST
Smad7,signaling
St8sia5,metabolism and transport
Pstpip2,signaling
Pqlc1,miscellaneous and unknown
Fam69c,miscellaneous and unknown
Fbxo15,transcription
Cbln2,development
Rttn,development
Cd226,immune response
Cdig2,transcription
Znf521,transcription
Kctd1,metabolism and transport
Aqp4,metabolism and transport
Chst9,metabolism and transport
Dsc2,cytoskeleton
B4galt6,Golgi apparatus
RGD1309102,metabolism and transport
Zfp397os,transcription
Zfp191,transcription
RGD1564943,EST
RGD1562608,EST
Brunol4,translation and protein modification
Gypc,metabolism and transport
Stard4,metabolism and transport
Nrep,development
Epb4.1l4a,signaling
LOC682386,metabolism and transport
Cdc25c,cell cycle
Etf1,translation and protein modification
Hspa9,signaling
LOC682650,miscellaneous and unknown
Pfdn1,translation and protein modification
Hbegf,growth factor
Apbb3,receptors and binding proteins
Cd14,immune response
Ndufa2,metabolism and transport
Hars,translation and protein modification
Slc25a2,metabolism and transport
Taf7,translation and protein modification
Diaph1,EST
Centd3,signaling
Pcdh1,cytoskeleton
Fgf1,growth factor
Nr3c1,transcription
LOC307465,metabolism and transport
Lars,translation and protein modification
Ppp2r2b,cell cycle
Mcc,transcription
Pggt1b,metabolism and transport
Ccdc112,transcription
Tmed7,metabolism and transport
Cdo1,metabolism and transport
Lox,metabolism and transport
Ppic,metabolism and transport
Aldh7a1,metabolism and transport
Nid67,cytoskeleton
Ndst1,metabolism and transport
Slc6a7,metabolism and transport
Slc26a2,metabolism and transport
Ppargc1b,transcription
Mir145,micro RNA
Mir143,micro RNA
Pcyox1l,metabolism and transport
Ablim3,cytoskeleton
Fbxo38,EST
LOC682889,miscellaneous and unknown
RGD1306866,miscellaneous and unknown
Txnl1,electron transport
Nars,metabolism and transport
Alpk2,signaling
Mppe1,metabolism and transport
Spire1,cytoskeleton
Rnmt,translation and protein modification
LOC679578,miscellaneous and unknown
LOC361346,EST
Poli,transcription
Elac1,translation and protein modification
Mapk4,signaling
LOC681251,miscellaneous and unknown
Slc14a1,metabolism and transport
Adnp2,development
Tshz1,transcription
Cndp2,proteolysis
RGD1307279,EST
Socs6,signaling
RGD1559751,development
Dok6,signaling
Fam96b,miscellaneous and unknown
Cmtm4,signaling
Cmtm2a,growth factor
Tk2,metabolism and transport
Phb,transcription
Slc38a7,metabolism and transport
Gtl3,development
Kifc3,cytoskeleton
Dok4,signaling
Bbs2,development
Tom1,signaling
Hmox1,metabolism and transport
Tfip11,translation and protein modification
RGD1565975,EST
Rpgrip1l,metabolism and transport
Aktip,proteolysis
Tox3,transcription
Sall1,transcription
Brd7,epigenetics
Zfp423,transcription
Cbln1,development
N4bp1,receptors and binding proteins
Neto2,signaling
Mylk3,cytoskeleton
LOC685105,miscellaneous and unknown
LOC685226,development
LOC685411,development
Sec61g-ps1,receptors and binding proteins
Junb,transcription
Gcdh,metabolism and transport
Rad23a,proteolysis
Nfix,transcription
Nacc1,miscellaneous and unknown
Ier2,transcription
Ccdc130,transcription
Mri1,metabolism and transport
Zswim4,transcription
Lphn1,receptors and binding proteins
Cd97,immune response
Tecr,cytoskeleton
Scoc,Golgi apparatus
Zfp330,transcription
Il15,growth factor
Gab1,growth factor
Smarca5,epigenetics
Hhip,receptors and binding proteins
Abce1,receptors and binding proteins
Smad1,signaling
Ednra,receptors and binding proteins
Cbfb,miscellaneous and unknown
Elmo3,cytoskeleton
Tmem208,miscellaneous and unknown
Ctcf,transcription
Pskh1,signaling
Nfatc3,transcription
Slc7a6,metabolism and transport
Cdh3,cytoskeleton
Cdh1,cytoskeleton
Cirh1a,development
Sntb2,development
Nip7,transcription
Zfhx3,transcription
Ap1g1,Golgi apparatus
Znf23,transcription
Ftsjd1,epigenetics
LOC690662,translation and protein modification
Cog4,Golgi apparatus
St3gal2,metabolism and transport
Aars,translation and protein modification
Exosc6,metabolism and transport
RGD1311422,miscellaneous and unknown
Terf2ip,transcription
Cenpn,cell cycle
Atmin,DNA repair
Bcmo1,metabolism and transport
Cmip,signaling
Cdh13,cytoskeleton
Osgin1,cell cycle
Necab2,receptors and binding proteins
RGD1560949,translation and protein modification
Wfdc1,growth factor
Klhl36,transcription
Usp10,proteolysis
RGD1304884,EST
Gse1,transcription
Irf8,immune response
Banp,transcription
Cdt1,cell cycle
Cpne7,development
RGD1561507,miscellaneous and unknown
Afg3l1,metabolism and transport
Urb2,development
Arv1,metabolism and transport
RGD1559496,miscellaneous and unknown
LOC100362277,translation and protein modification
Kcnk1,metabolism and transport
Nrp1,receptors and binding proteins
Ces6,metabolism and transport
LOC685617,miscellaneous and unknown
Pdp2,metabolism and transport
Car7,metabolism and transport
Cmtm3,signaling
Cdh5,cytoskeleton
Polr2l-ps1,transcription
Ndrg4,transcription
Gins3,DNA repair
Cx3cl1,growth factor
Rspry1,proteolysis
Herpud1,proteolysis
Slc12a3,metabolism and transport
Nup93,metabolism and transport
Mt2A,receptors and binding proteins
Gnao1,signaling
Large,Golgi apparatus
LOC689690,development
Slc6a2,metabolism and transport
Lpcat2,metabolism and transport
Mmp2,proteolysis
Irx5,development
Rbl2,development
Nkd1,miscellaneous and unknown
Gpt2,metabolism and transport
Olr1666,receptors and binding proteins
LOC685424,miscellaneous and unknown
Man2b1,metabolism and transport
RGD1564058,EST
Tnpo2,metabolism and transport
RGD1564093,EST
Hook2,cytoskeleton
Prdx2,electron transport
Syce2,cell cycle
Gadd45gip1,epigenetics
Trmt1,micro RNA
LOC686013,miscellaneous and unknown
Asf1b,epigenetics
Gipc1,cytoskeleton
Dnajb1,transcription
Ndufb7,metabolism and transport
RGD1308221,signaling
LOC688712,translation and protein modification
Inpp4b,metabolism and transport
LOC688972,metabolism and transport
Anapc10,cell cycle
Slc25a36,metabolism and transport
B3gnt9,Golgi apparatus
Tradd,apoptosis
Exoc3l,metabolism and transport
Kctd19,metabolism and transport
Tppp3,cytoskeleton
Acd,development
Slc12a4,metabolism and transport
Ddx28,transcription
Slc7a6os,metabolism and transport
LOC690214,EST
Cog8,Golgi apparatus
Nqo1,metabolism and transport
Dhx38,transcription
Hp,metabolism and transport
Il34,growth factor
Fa2h,metabolism and transport
Bcar1,signaling
Tmem231,development
Maf,transcription
Hsd17b2,metabolism and transport
Hsdl1,metabolism and transport
Cotl1,cytoskeleton
Cox4nb,metabolism and transport
Zcchc14,transcription
Slc7a5,metabolism and transport
Mvd,metabolism and transport
Cyba,electron transport
Snai3,transcription
Rnf166,proteolysis
Fam38a,miscellaneous and unknown
Aprt,metabolism and transport
Ankrd11,EST
Sult5a1,metabolism and transport
Spata2L,development
Dbndd1,development
Cox6c1,electron transport
Pgbd5,epigenetics
Agt,proteolysis
RGD1559896,EST
Exoc8,metabolism and transport
Sipa1l2,signaling
LOC679596,signaling
Ccdc7,transcription
Pcnxl2,development
Vom1r63,receptors and binding proteins
Sfrs16,translation and protein modification
Znf296,transcription
Dnmbp,EST
RGD1562905,translation and protein modification
Erap1,proteolysis
Mctp1,miscellaneous and unknown
RGD1560883,miscellaneous and unknown
Lysmd3,cytoskeleton
Mblac2,metabolism and transport
Cetn3,growth factor
Ccnh,cell cycle
LOC681994,development
Serinc5,metabolism and transport
Arsb,metabolism and transport
Lhfpl2,transcription
Atp5g2,metabolism and transport
LOC100359720,miscellaneous and unknown
Fam169a,miscellaneous and unknown
Enc1,cytoskeleton
Ankra2,transcription
Mrps27,translation and protein modification
Serf1,transcription
Taf9,translation and protein modification
Ccdc125,transcription
Cd180,immune response
RGD1562952,signaling
Sgtb,miscellaneous and unknown
Cenpk,cell cycle
Sfrs12ip1,translation and protein modification
Elovl7,metabolism and transport
Plk2,signaling
RGD1560402,metabolism and transport
Il6st,receptors and binding proteins
Ppap2a,metabolism and transport
Ccno,cell cycle
Esm1,cytoskeleton
RGD1561161,miscellaneous and unknown
Blvra,metabolism and transport
Mocs2,metabolism and transport
Hcn1,signaling
Sepp1,metabolism and transport
RGD1308448,EST
Dab2,signaling
Rictor,transcription
Nup155,metabolism and transport
Ranbp3l,receptors and binding proteins
Golph3,Golgi apparatus
Cdh18,cytoskeleton
Myo10,cytoskeleton
Fam134b,transcription
Ankh,cytoskeleton
LOC683212,cytoskeleton
Dnah5,cytoskeleton
Cmbl,metabolism and transport
Zfp458,transcription
LOC685925,transcription
tGap1,signaling
Snx16,signaling
Fabp9,receptors and binding proteins
Znf704,transcription
Mrps28,translation and protein modification
Pxmp3,metabolism and transport
Bhlhe22,transcription
Cp,metabolism and transport
Tnfsf10,apoptosis
RGD1307225,growth factor
Tnik,signaling
Eif5a2,translation and protein modification
Rpl22l1,translation and protein modification
Terc,cell cycle
Zmat3,transcription
Pik3ca,signaling
Ndufb5,metabolism and transport
Ttc14,miscellaneous and unknown
Fxr1,development
Sox2,development
Fgf2,growth factor
Spata5,development
Fat4,transcription
Hspa4l,signaling
RGD1359508,miscellaneous and unknown
Pcdh10,cytoskeleton
LOC689617,signaling
LOC499607,signaling
Ccrn4l,development
Mgst2,metabolism and transport
Lhfp,transcription
Stoml3,metabolism and transport
Trpc4,development
Postn,development
Fam48a,miscellaneous and unknown
Alg5,metabolism and transport
Smad9,transcription
Mab21l1,signaling
LOC681578,proteolysis
Tsc22d2,transcription
Selt,Golgi apparatus
Aadacl2,metabolism and transport
P2ry1,receptors and binding proteins
Npy2r,receptors and binding proteins
Sgef,transcription
Vom2r44,receptors and binding proteins
LOC691033,signaling
Ptx3,receptors and binding proteins
Rsrc1,development
Ppm1l,signaling
RGD1563620,cell cycle
Nmd3,development
Serpini1,proteolysis
Fam198b,miscellaneous and unknown
Pdgfc,growth factor
Fgg,cytoskeleton
Sfrp2,development
Dear,receptors and binding proteins
Lrba,metabolism and transport
Cd5l,immune response
Etv3l,transcription
Crabp2,receptors and binding proteins
Gpatch4,miscellaneous and unknown
RGD1303130,development
Arhgef2,signaling
Fam189b,miscellaneous and unknown
Krtcap2,cytoskeleton
Pygo2,epigenetics
Kcnn3,metabolism and transport
RGD1564171,miscellaneous and unknown
Rab13,signaling
Slc39a1,metabolism and transport
Crtc2,transcription
Dennd4b,signaling
S100a16,receptors and binding proteins
S100a3,receptors and binding proteins
S100a5,receptors and binding proteins
S100a6,receptors and binding proteins
Lce1d,development
S100a11,receptors and binding proteins
S100a10,receptors and binding proteins
RGD1308290,EST
Them4,signaling
RGD1562059,EST
Rorc,immune response
mrpl9,translation and protein modification
Rfx5,immune response
Vps72,proteolysis
Lass2,growth factor
Ctsk,proteolysis
Ctss,proteolysis
Hormad1,development
Anp32e,signaling
Sf3b4,translation and protein modification
Sv2a,development
Hist2h2ab,epigenetics
Hist2h2be,epigenetics
Hist2h3c2,epigenetics
Hist2h2bb,epigenetics
Txnip,transcription
Rbm8a,translation and protein modification
Acp6,metabolism and transport
Hmgcs2,metabolism and transport
Znf697,transcription
Igsf3,immune response
Tspan2,cytoskeleton
Sike,signaling
Nras,transcription
Dennd2c,signaling
Trim33,transcription
Ap4b1,Golgi apparatus
Slc16a1,metabolism and transport
Rhoc,signaling
RGD1306520,transcription
Kcna3,metabolism and transport
Kcna2,metabolism and transport
Hbxip,receptors and binding proteins
Gstm5,metabolism and transport
Sort1,receptors and binding proteins
Taf13,translation and protein modification
Clcc1,metabolism and transport
Vav3,signaling
Col11a1,cytoskeleton
Olfm3,development
Extl2,metabolism and transport
Dbt,metabolism and transport
Frrs1,metabolism and transport
Dpyd,metabolism and transport
Alg14,metabolism and transport
Cnn3,signaling
F3,immune response
Bcar3,signaling
Fabp2,receptors and binding proteins
Prss12,proteolysis
Camk2d,signaling
Tifa,apoptosis
Elovl6,metabolism and transport
Cfi,immune response
Papss1,metabolism and transport
Tacr3,receptors and binding proteins
Bdh2,metabolism and transport
Manba,Golgi apparatus
Emcn,development
Ddit4l,cell cycle
H2afz,epigenetics
Tspan5,cytoskeleton
Unc5c,receptors and binding proteins
Gbp5,signaling
Gbp2,signaling
Lmo4,cytoskeleton
Ddah1,metabolism and transport
Syde2,EST
Lpar3,signaling
Ctbs,metabolism and transport
Ttll7,cytoskeleton
Eltd1,signaling
Usp33,proteolysis
Pigk,metabolism and transport
Negr1,growth factor
Zranb2,transcription
Ptger3,receptors and binding proteins
RGD1562953,EST
LOC499485,translation and protein modification
Arsk,metabolism and transport
Cxadrl1,receptors and binding proteins
Mef2c,transcription
Tmem161b,miscellaneous and unknown
LOC252890,small RNA
Cox7c,electron transport
Vcan,cytoskeleton
Atp6ap1l,metabolism and transport
Zcchc9,transcription
Scamp1,metabolism and transport
LOC365647,EST
F2rl1,receptors and binding proteins
Sv2c,development
Hmgcr,metabolism and transport
Hexb,Golgi apparatus
Rgnef,signaling
Fcho2,cell cycle
Tnpo1,metabolism and transport
Map1b,cytoskeleton
Mccc2,metabolism and transport
Pik3r1,signaling
Mast4,cytoskeleton
RGD1306583,EST
Ppwd1,metabolism and transport
RGD1309360,EST
Zswim6,transcription
Map3k1,signaling
Gpx8,electron transport
Gzma,proteolysis
Pelo,cell cycle
Fst,growth factor
Itga2,signaling
Itga1,signaling
Nnt,metabolism and transport
RGD1308116,miscellaneous and unknown
RGD1561503,miscellaneous and unknown
C7,immune response
Card6,apoptosis
Osmr,receptors and binding proteins
Lifr,receptors and binding proteins
Slc1a3,metabolism and transport
Il7r,receptors and binding proteins
Dnajc21,transcription
Bxdc2,miscellaneous and unknown
Rai14,transcription
LOC499542,miscellaneous and unknown
Npr3,receptors and binding proteins
Cdh6,cytoskeleton
Psmd10,proteolysis
Fbxl7,transcription
Fam105a,miscellaneous and unknown
Ankrd33b,transcription
Car2,metabolism and transport
Car3,metabolism and transport
LOC686123,miscellaneous and unknown
Chmp4c,epigenetics
Zbtb10,transcription
Fam164a,miscellaneous and unknown
Pkia,proteolysis
LOC100361143,EST
Pde7a,signaling
Hps3,development
Gyg1,metabolism and transport
Cpa3,proteolysis
Agtr1b,receptors and binding proteins
Naaladl2,proteolysis
Fndc3b,cytoskeleton
Cldn11,cytoskeleton
Skil,development
Prkci,signaling
Gpr160,signaling
Mynn,cytoskeleton
Gnb4,signaling
Mrpl47,translation and protein modification
Pex5l,signaling
Dcun1d1,proteolysis
Anxa5,signaling
Trpc3,development
Ankrd50,transcription
Pgrmc2,receptors and binding proteins
Sclt1,metabolism and transport
RGD1561841,translation and protein modification
Maml3,EST
Nhlrc3,miscellaneous and unknown
Frem2,cytoskeleton
Ufm1,proteolysis
LOC690333,miscellaneous and unknown
