symbol,category
Mrpl49,translation and protein modification
Mrpl54,translation and protein modification
mrpl9,translation and protein modification
Mrps14,translation and protein modification
Mrps17,translation and protein modification
Mrps18b,translation and protein modification
Mrps18c,translation and protein modification
Mrps24,Translation
Mrps27,translation and protein modification
Mrps28,Translation
Mrs2,metabolism and transport
Mrto4,translation and protein modification
Mrvi1,Transcription
Ms4a11,receptors and binding proteins
Ms4a6a,receptors and binding proteins
Ms4a6b,receptors and binding proteins
Msh3,DNA Repair
Msi2,translation and protein modification
Msn,Cytoskeleton
Msra,metabolism and transport
Mst4,Signaling
Mt1a,Proteolysis
Mt2A,receptors and binding proteins
Mta1,Transcription
Mterf,Transcription
Mtf1,Transcription
Mthfd1,metabolism and transport
Mthfd1l,metabolism and transport
Mthfd2,metabolism and transport
Mthfd2l,metabolism and transport
Mthfr,metabolism and transport
Mtm1,Cytoskeleton
Mtmr10,Cytoskeleton
Mtmr15,Cytoskeleton
Mtmr2,Signaling
Mtnr1b,receptors and binding proteins
Mto1,translation and protein modification
Mtpn,Development
Mtr,Epigenetic
Mtrf1l,translation and protein modification
Mtrr,Epigenetic
Mtss1,Cytoskeleton
Mtss1l,Cytoskeleton
Mtus2,Cytoskeleton
Mtvr2,Transcription
Muc16,Cytoskeleton
Mum1,Transcription
Mup4,Immune
Mup5,Immune
Murc,Immune
Musk,Signaling
Mustn1,Development
Muted,Development
Mvd,metabolism and transport
mvk,Signaling
Mx1,Immune
Mx2,Immune
Mxd1,Transcription
Myadm,Development
Mybbp1a,Transcription
Myef2,Development
Myg1,Transcription
Myh14,Cytoskeleton
Myh15,Cytoskeleton
Myh7b,Cytoskeleton
Myl12b,Cytoskeleton
Mylk,Cytoskeleton
Mylk3,Cytoskeleton
Mynn,Cytoskeleton
Myo10,Cytoskeleton
Myo16,Cytoskeleton
Myo1d,Cytoskeleton
Myo1e,Cytoskeleton
Myo5b,Cytoskeleton
Myo5c,Cytoskeleton
Myo6,Cytoskeleton
Myo9a,Cytoskeleton
Myo9b,Cytoskeleton
Myoc,Cytoskeleton
Myocd,Transcription
Myof,Cytoskeleton
Myog,Development
Myom1,Unknown
Myom3,Cytoskeleton
Mypn,Cytoskeleton
Myrip,metabolism and transport
Myt1,Transcription
Myt1l,Transcription
N-pac,Transcription
N4bp1,receptors and binding proteins
N4bp2,receptors and binding proteins
N5,Epigenetic
Naaa,metabolism and transport
Naaladl2,Proteolysis
Nab1,Transcription
Nab2,receptors and binding proteins
Nacad,miscellaneous and unknown
Nacc1,miscellaneous and unknown
Nacc2,miscellaneous and unknown
Naga,metabolism and transport
Nags,metabolism and transport
Nanp,metabolism and transport
Nans,metabolism and transport
Nap5,miscellaneous and unknown
Napa,Development
Napsa,Proteolysis
Narf,Transcription
Narg2,Signaling
Nars,metabolism and transport
Nasp,Transcription
Nat5,metabolism and transport
Nat8l,metabolism and transport
Nat9,metabolism and transport
Nav2,Development
Nav3,Development
naxd,metabolism and transport
Nbas,Unknown
Nbeal2,EST
Nbl1,Transcription
Nbn,Development
Ncam2,Cytoskeleton
Ncan,Cytoskeleton
NCAS0C03520,miscellaneous and unknown
Ncbp1,Transcription
Ncdn,Cytoskeleton
Ncf2,Development
Ncf4,Development
Nck2,Cytoskeleton
Nckap1l,Development
Ncl,translation and protein modification
NCLIV_060450,miscellaneous and unknown
NCLIV_060710,miscellaneous and unknown
Ncln,Signaling
Ncoa2,Transcription
Ncoa6,Transcription
ND3,metabolism and transport
Nde1,Development
Ndel1,Cell Cycle
Ndnl2,Development
Ndor1,metabolism and transport
Ndp,Signaling
Ndrg1,Transcription
Ndrg3,Transcription
Ndrg4,Transcription
Ndst1,metabolism and transport
Ndst2,metabolism and transport
Ndufa1,metabolism and transport
Ndufa11,metabolism and transport
Ndufa12,metabolism and transport
Ndufa13,Electron Transport
Ndufa2,metabolism and transport
Ndufa3,metabolism and transport
Ndufa6,metabolism and transport
Ndufa8,metabolism and transport
Ndufb10,Electron Transport
Ndufb4,metabolism and transport
Ndufb5,metabolism and transport
Ndufb7,metabolism and transport
Ndufb8,metabolism and transport
Ndufb9,Metabolism
Ndufs1,metabolism and transport
Ndufs5,metabolism and transport
Ndufs6,metabolism and transport
Ndufs8,metabolism and transport
Ndufv3,metabolism and transport
Necab2,receptors and binding proteins
Necap2,metabolism and transport
Nedd4l,Protease
Nedd8,Development
Nedd9,Development
Negr1,Growth Factors & Cytokines
Neil2,metabolism and transport
Neil3,DNA Repair
Nek1,Signaling
Nek4,Signaling
Nek6,Signaling
Nek7,Signaling
Nell1,Development
Nell2,Signaling
Nenf,Development
Net1,Development
Neto2,Signaling
Neu1,Development
Neu3,Development
Neurl1,Protease
Neurl2,Development
Neurod6,Development
NEWGENE_1310139,Unknown
Nfatc1,Transcription
Nfatc3,Transcription
Nfe2l1,Transcription
Nfe2l2,Transcription
Nfia,Transcription
Nfic,Transcription
Nfil3,Transcription
Nfix,Transcription
Nfkb1,Transcription
Nfkb2,Transcription
Nfrkb,Transcription
Nfxl1,Transcription
Ngef,Transcription
Ngfr,receptors and binding proteins
Nhlrc3,miscellaneous and unknown
Nid1,Cytoskeleton
Nid67,Cytoskeleton
Ninj1,Cytoskeleton
Ninj2,Extracellular Matrix
Ninl,Cytoskeleton
Nip7,Transcription
Nipa1,Development
Nipal2,Development
Nipal3,Development
Nipbl,Epigenetic
Nipsnap3a,miscellaneous and unknown
Nisch,Signaling
Nit2,metabolism and transport
Nkain2,Transport
Nkain3,Transport
Nkain4,metabolism and transport
Nkap,Signaling
Nkd1,miscellaneous and unknown
Nkiras2,Signaling
Nlgn1,Signaling
Nlgn2,Development
Nln,Protease
Nlrp3,Unknown
Nlrp4,Immune
Nlrp4a,Apoptosis
Nlrp4b,Apoptosis
Nmbr,Signaling
Nmd3,Development
Nme1,metabolism and transport
Nme2,metabolism and transport
Nme3,metabolism and transport
Nme6,metabolism and transport
Nmnat1,metabolism and transport
Nmnat2,Metabolism
Nmrk2,Signaling
Nmt1,metabolism and transport
Nmur2,Signaling
Nnat,Development
Nnt,metabolism and transport
Nobox,Transcription
Noc3l,Transcription
Noc4l,Transcription
Nod1,Signaling
Nol10,Transcription
Nol4,Translation
Nol6,Transcription
Nol8,Transcription
Nola2,Transcription
Nolc1,Transcription
Nomo1,Development
Nos1ap,metabolism and transport
Nos2,metabolism and transport
Nos3,metabolism and transport
Nosip,metabolism and transport
Notch3,receptors and binding proteins
Noto,Transcription
Nov,Development
Nox4,metabolism and transport
Npas2,Transcription
Npas3,Transcription
Npas4,Transcription
Npat,Transcription
Npdc1,Development
Npepo,Proteolysis
Npepps,Unknown
Nphp1,Development
Nphp4,Development
Npl,metabolism and transport
Npm1,translation and protein modification
Npm2,translation and protein modification
Nppa,metabolism and transport
Nppc,metabolism and transport
Npr1,receptors and binding proteins
Npr2,Receptor
Npr3,receptors and binding proteins
Nptn,receptors and binding proteins
Nptx1,Development
Nptx2,Development
Npy,Growth Factors & Cytokines
Npy2r,receptors and binding proteins
Nqo1,metabolism and transport
Nqo2,metabolism and transport
Nr1d1,Transcription
Nr2c1,Transcription
Nr2f2,Transcription
Nr2f6,Transcription
Nr3c1,Transcription
Nr4a1,Transcription
Nr4a2,Transcription
Nr4a3,Transcription
Nradd,Apoptosis
Nras,Transcription
Nrbp2,Transcription
Nrcam,Cytoskeleton
Nrd1,metabolism and transport
Nrep,Development
Nrg3,Growth Factors & Cytokines
Nrg4,Growth Factors & Cytokines
Nrgn,Signaling
Nrip1,Transcription
Nrp1,receptors and binding proteins
Nrp2,Receptor
Nrsn2,receptors and binding proteins
Nrxn1,Receptor
Nrxn2,Receptor
Nrxn3,Receptor
Ns5atp9,Immune
Nsbp1,Transcription
NSDHL,metabolism and transport
Nsf,Development
Nsg1,Development
Nsmaf,Signaling
Nsmce2,miscellaneous and unknown
Nsun2,Epigenetic
Nsun7,Epigenetic
Nt5dc2,metabolism and transport
Nt5dc3,metabolism and transport
Nt5e,Signaling
Ntn1,Development
Ntn3,Development
Ntng1,Development
Ntng2,Development
Ntpcr,Unknown
Ntrk1,Receptor
Ntrk2,Receptor
Ntrk3,Receptor
Ntsr1,receptors and binding proteins
Nuak1,Signaling
Nubp1,Cell Cycle
Nubp2,Cell Cycle
Nucks1,Signaling
Nudcd2,Cytoskeleton
Nudt1,Metabolism
Nudt13,Metabolism
Nudt14,Transcription
Nudt16l1,Transcription
Nudt2,Transcription
Nudt3,Transcription
Nudt4,Transcription
Nudt5,Transcription
Nuf2,Cell Cycle
NUO5,metabolism and transport
Nup155,metabolism and transport
Nup160,Transport
Nup205,metabolism and transport
Nup210,Cytoskeleton
Nup37,metabolism and transport
Nup93,metabolism and transport
Nupl1,metabolism and transport
Nupr1,Transcription
Nusap1,Transcription
Nvl,Cytoskeleton
Nxf1,Transcription
Nxn,Signaling
Nxph1,receptors and binding proteins
Nxt2,Transcription
Ny-sar-48,Immune
Nyap1,Signaling
Oaf,Development
Oas1a,metabolism and transport
Oas1b,metabolism and transport
Oas1d,metabolism and transport
Oas1e,translation and protein modification
Oas1i,metabolism and transport
Oasl,translation and protein modification
Oasl2,metabolism and transport
Oaz3,metabolism and transport
Obfc2a,receptors and binding proteins
Obox2,Transcription
Obp3,Immune
Obscn,Unknown
Ociad1,Cytoskeleton
Odf1,Cytoskeleton
Odf2,Cytoskeleton
Odf3l1,Cytoskeleton
Odf4,Cytoskeleton
Odz2,Development
Odz3,Development
Odz4,Development
Ogdhl,metabolism and transport
Ogfr,Growth Factors & Cytokines
Ogn,Growth Factors & Cytokines
Ogt,Golgi
Oip5,Cell Cycle
Oit3,Development
Olfm2,Receptor
Olfm3,Development
Olfml1,Development
Olfml3,Development
Olr1014,receptors and binding proteins
Olr104,receptors and binding proteins
Olr105,receptors and binding proteins
Olr1051,receptors and binding proteins
Olr1055,Receptor
Olr1059,receptors and binding proteins
Olr1060,receptors and binding proteins
Olr1063,receptors and binding proteins
Olr1067,Receptor
Olr1071,receptors and binding proteins
Olr1084,Receptor
Olr1093,receptors and binding proteins
Olr1104,receptors and binding proteins
Olr1117,receptors and binding proteins
Olr1129,receptors and binding proteins
Olr113,receptors and binding proteins
Olr1135,receptors and binding proteins
Olr1137,receptors and binding proteins
Olr114,receptors and binding proteins
Olr1143,receptors and binding proteins
Olr1149,receptors and binding proteins
Olr1159,receptors and binding proteins
Olr1171,receptors and binding proteins
Olr1186,receptors and binding proteins
Olr1199,receptors and binding proteins
Olr1203,receptors and binding proteins
Olr122,receptors and binding proteins
Olr1223,receptors and binding proteins
Olr1225,receptors and binding proteins
Olr1226,receptors and binding proteins
Olr1233,receptors and binding proteins
Olr1234,receptors and binding proteins
Olr1237,receptors and binding proteins
Olr1249,receptors and binding proteins
Olr1256,receptors and binding proteins
Olr127,Receptor
Olr1280,receptors and binding proteins
Olr1292,receptors and binding proteins
Olr1297,receptors and binding proteins
Olr130,receptors and binding proteins
Olr1328,receptors and binding proteins
Olr1329,receptors and binding proteins
Olr1330,receptors and binding proteins
Olr1331,Receptor
Olr1339,receptors and binding proteins
Olr1341,Receptor
Olr1355,receptors and binding proteins
Olr1356,Receptor
Olr1362,receptors and binding proteins
Olr1364,receptors and binding proteins
Olr1373,Receptor
Olr1382,receptors and binding proteins
Olr1384,receptors and binding proteins
Olr1385,receptors and binding proteins
Olr1387,receptors and binding proteins
Olr139,receptors and binding proteins
Olr1392,receptors and binding proteins
Olr1394,Receptor
Olr14,receptors and binding proteins
Olr1425,receptors and binding proteins
Olr1431,receptors and binding proteins
Olr1432,Receptor
Olr1435,receptors and binding proteins
Olr1437,receptors and binding proteins
Olr1440,receptors and binding proteins
Olr1448,receptors and binding proteins
Olr1450,Receptor
Olr1454,receptors and binding proteins
Olr1455,receptors and binding proteins
Olr1458,receptors and binding proteins
Olr1469,receptors and binding proteins
Olr1471,receptors and binding proteins
Olr1481,receptors and binding proteins
Olr1509,receptors and binding proteins
Olr1515,receptors and binding proteins
Olr1521,Receptor
Olr1528,Receptor
Olr1531,receptors and binding proteins
Olr1538,Receptor
Olr1541,receptors and binding proteins
Olr1557,Receptor
Olr1559,receptors and binding proteins
Olr1560,receptors and binding proteins
Olr1567,receptors and binding proteins
Olr1571,receptors and binding proteins
Olr1576,receptors and binding proteins
Olr1584,receptors and binding proteins
Olr1585,receptors and binding proteins
Olr1602,receptors and binding proteins
Olr1607,receptors and binding proteins
Olr1608,receptors and binding proteins
Olr1611,receptors and binding proteins
Olr1612,receptors and binding proteins
Olr1614,Receptor
Olr1619,receptors and binding proteins
Olr1625,receptors and binding proteins
Olr1627,receptors and binding proteins
Olr1629,receptors and binding proteins
Olr1645,receptors and binding proteins
Olr1657,receptors and binding proteins
Olr1664,receptors and binding proteins
Olr1666,receptors and binding proteins
Olr1679,receptors and binding proteins
Olr1681,receptors and binding proteins
Olr1693,Receptor
Olr1697,receptors and binding proteins
Olr1701,receptors and binding proteins
Olr1734,Receptor
Olr174,receptors and binding proteins
Olr1742,receptors and binding proteins
Olr1749,receptors and binding proteins
Olr176,receptors and binding proteins
Olr181,receptors and binding proteins
Olr190,receptors and binding proteins
Olr203,Receptor
Olr213,Receptor
Olr214,Receptor
Olr222,receptors and binding proteins
Olr252,receptors and binding proteins
Olr255,receptors and binding proteins
Olr27,receptors and binding proteins
Olr29,receptors and binding proteins
Olr315,receptors and binding proteins
Olr323,receptors and binding proteins
Olr349,receptors and binding proteins
Olr385,receptors and binding proteins
Olr397,receptors and binding proteins
Olr408,receptors and binding proteins
Olr421,receptors and binding proteins
Olr422,receptors and binding proteins
Olr424,receptors and binding proteins
Olr425,receptors and binding proteins
Olr427,Receptor
Olr43,receptors and binding proteins
Olr434,receptors and binding proteins
Olr470,receptors and binding proteins
Olr479,receptors and binding proteins
Olr481,receptors and binding proteins
Olr485,receptors and binding proteins
Olr486,Receptor
Olr510,receptors and binding proteins
Olr518,receptors and binding proteins
Olr536,receptors and binding proteins
Olr540,receptors and binding proteins
Olr546,receptors and binding proteins
Olr550,receptors and binding proteins
Olr551,receptors and binding proteins
Olr556,receptors and binding proteins
Olr566,receptors and binding proteins
Olr567,receptors and binding proteins
Olr57,receptors and binding proteins
Olr578,receptors and binding proteins
Olr60,receptors and binding proteins
Olr602,receptors and binding proteins
Olr624,receptors and binding proteins
Olr630,receptors and binding proteins
Olr631,receptors and binding proteins
Olr635,receptors and binding proteins
Olr637,receptors and binding proteins
Olr640,receptors and binding proteins
Olr648,receptors and binding proteins
Olr652,receptors and binding proteins
Olr664,receptors and binding proteins
Olr666,receptors and binding proteins
Olr668,receptors and binding proteins
Olr669,receptors and binding proteins
Olr675,Receptor
Olr679,receptors and binding proteins
Olr684,receptors and binding proteins
Olr703,receptors and binding proteins
Olr707,receptors and binding proteins
Olr712,receptors and binding proteins
Olr717,receptors and binding proteins
Olr720,receptors and binding proteins
Olr724,receptors and binding proteins
Olr728,receptors and binding proteins
Olr729,receptors and binding proteins
Olr733,receptors and binding proteins
Olr734,receptors and binding proteins
Olr756,receptors and binding proteins
Olr767,receptors and binding proteins
Olr769,receptors and binding proteins
Olr770,receptors and binding proteins
Olr771,receptors and binding proteins
Olr775,receptors and binding proteins
Olr789,receptors and binding proteins
Olr796,receptors and binding proteins
Olr803,receptors and binding proteins
Olr813,receptors and binding proteins
Olr828,receptors and binding proteins
Olr830,receptors and binding proteins
Olr839,receptors and binding proteins
Olr850,receptors and binding proteins
Olr855,receptors and binding proteins
Olr856,receptors and binding proteins
Olr86,receptors and binding proteins
Olr862,receptors and binding proteins
Olr865,receptors and binding proteins
Olr866,receptors and binding proteins
Olr868,receptors and binding proteins
Olr869,receptors and binding proteins
Olr881,receptors and binding proteins
Olr89,receptors and binding proteins
Olr894,Receptor
Olr905,receptors and binding proteins
Olr907,receptors and binding proteins
Olr917,receptors and binding proteins
Olr922,receptors and binding proteins
Olr93,receptors and binding proteins
Olr932,receptors and binding proteins
Olr964,receptors and binding proteins
Olr98,receptors and binding proteins
Olr995,receptors and binding proteins
Omd,Cytoskeleton
Omp,miscellaneous and unknown
Oosp1,Signaling
Opalin,Development
Ophn1,Development
Oplah,metabolism and transport
Oprs1,receptors and binding proteins
Optc,Extracellular Matrix
Optn,Development
Orai2,metabolism and transport
Orc2l,Cell Cycle
Orc5l,Cell Cycle
Orm1,Immune
Ormdl2,translation and protein modification
Os9,Transcription
Osbp2,receptors and binding proteins
Osbpl10,receptors and binding proteins
Osbpl1a,Binding Protein
Osbpl3,receptors and binding proteins
Osbpl8,receptors and binding proteins
Oscp1,metabolism and transport
Osgepl1,Proteolysis
Osgin1,Cell Cycle
Osgin2,Development
Osmr,receptors and binding proteins
Osr1,Development
Osr2,Development
Ostc,metabolism and transport
Ostf1,metabolism and transport
Otoa,Extracellular Matrix
Otog,Unknown
Otogl,Unknown
Otub1,Proteolysis
Otud1,miscellaneous and unknown
Otud6b,miscellaneous and unknown
Oxr1,Development
Oxsr1,Signaling
P2rx2,receptors and binding proteins
P2rx4,metabolism and transport
P2rx5,receptors and binding proteins
P2rx7,receptors and binding proteins
P2ry1,receptors and binding proteins
P2ry12,receptors and binding proteins
P2ry13,receptors and binding proteins
P2ry2,receptors and binding proteins
P38mapk,Signaling
P4ha1,metabolism and transport
P4ha2,metabolism and transport
P4ha3,metabolism and transport
P76,Golgi
Pabpc1,translation and protein modification
Pabpc4,translation and protein modification
Pacrg,Development
Pacsin2,Signaling
Pacsin3,Signaling
Padi1,Metabolism
Padi2,translation and protein modification
Padi4,translation and protein modification
Pafah1b3,metabolism and transport
Pak1ip1,Signaling
Pak2,Signaling
Pak3,Signaling
Pak6,Signaling
Pak7,Cell Cycle
Palm,Development
Pam,Metabolism
Pamr1,Protease
Pank3,metabolism and transport
Panx1,Cell Junction
Papln,Cytoskeleton
Papolg,Translation
Papss1,metabolism and transport
Papss2,metabolism and transport
Paqr7,receptors and binding proteins
Pard3,Cell Junction
Pard3b,Cell Junction
Park7,Development
Parm1,Apoptosis
Parp1,translation and protein modification
Parp11,translation and protein modification
Parp12,translation and protein modification
Parp14,translation and protein modification
Parp3,translation and protein modification
Parp8,Unknown
Parp9,translation and protein modification
Parva,Cytoskeleton
Parvb,Cytoskeleton
Patj,Development
Pawr,Apoptosis
Pax2,Transcription
Pax8,Transcription
Paxip1,Transcription
Pbx1,Signaling
Pc,metabolism and transport
Pcaf,Epigenetic
Pcbd1,metabolism and transport
Pcbp3,translation and protein modification
Pcbp4,Apoptosis
Pcca,metabolism and transport
Pccb,Metabolism
Pcdh1,Cytoskeleton
Pcdh10,Cytoskeleton
Pcdh11x,Extracellular Matrix
Pcdh15,Extracellular Matrix
Pcdh17,Cytoskeleton
Pcdh19,Cytoskeleton
Pcdh7,Cytoskeleton
Pcdhb13,Cytoskeleton
Pcdhb15,Cytoskeleton
Pcdhb18,Cytoskeleton
Pcdhb19,Cytoskeleton
Pcdhb5,Cytoskeleton
Pcdhb6,Cytoskeleton
Pcdhb8,Cytoskeleton
Pcdhgb6,EST
Pcf11,translation and protein modification
Pcgf5,Epigenetic
Pcgf6,Epigenetic
Pcif1,Transcription
Pck1,metabolism and transport
Pck2,metabolism and transport
Pclo,Extracellular Matrix
Pcm1,Unknown
Pcmtd2,metabolism and transport
Pcnx2,Unknown
Pcnxl2,Development
Pcnxl3,Development
Pcolce,Proteolysis
Pcp4l1,Development
Pcsk2,Proteolysis
Pcsk5,Protease
Pcsk7,Proteolysis
Pctk3,Proteolysis
Pctp,metabolism and transport
Pcyox1l,metabolism and transport
Pcyt2,metabolism and transport
Pdap1,Growth Factors & Cytokines
Pdcd10,Apoptosis
Pdcd11,Apoptosis
Pdcd2l,Apoptosis
Pdcd5,Apoptosis
Pdcd6ip,Apoptosis
Pdcd7,Apoptosis
Pdcl,Electron Transport
Pdcl3,Electron Transport
Pde10a,Signaling
Pde11a,Signaling
Pde1a,Signaling
Pde1b,Signaling
PDE1B,Signaling
Pde2a,Signaling
Pde3a,Signaling
Pde3b,Signaling
Pde7a,Signaling
Pde7b,Signaling
Pde8b,Signaling
Pde9a,Signaling
Pdgfa,Growth Factors & Cytokines
Pdgfc,Growth Factors & Cytokines
Pdgfra,Growth Factors & Cytokines
Pdha1,metabolism and transport
Pdhb,metabolism and transport
Pdia3,metabolism and transport
Pdia4,metabolism and transport
Pdia5,metabolism and transport
Pdia6,metabolism and transport
Pdk1,Signaling
Pdk2,Signaling
Pdk3,Signaling
Pdk4,Signaling
Pdlim1,Transcription
Pdlim3,Cytoskeleton
Pdlim5,Cytoskeleton
Pdlim7,receptors and binding proteins
Pdp1,Signaling
Pdp2,metabolism and transport
Pdpn,Development
Pdss2,Metabolism
Pdxk,metabolism and transport
Pdyn,Signaling
Pdzrn3,Transcription
Pea15a,metabolism and transport
Pear1,receptors and binding proteins
Pef1,Signaling
Peli1,Signaling
Peli2,Signaling
Peli3,Signaling
Pelo,Cell Cycle
Pelp1,Transcription
Penk,Signaling
Pepck,metabolism and transport
Per1,Development
Per2,Development
Per3,Development
Perp,Apoptosis
Pex13,Signaling
Pex26,Signaling
Pex3,Signaling
Pex5l,Signaling
Pex6,Signaling
Pex7,Signaling
Pf4,Growth Factors & Cytokines
Pfdn1,translation and protein modification
Pfdn5,translation and protein modification
Pfkfb3,Golgi
Pfkl,Signaling
Pfn1,Cytoskeleton
Pfn2,Cytoskeleton
Pfn3,Cytoskeleton
Pgap1,Transport
Pgap2,Signaling
Pgbd5,Epigenetic
Pgc,Proteolysis
Pgcp,metabolism and transport
Pgf,Growth Factors & Cytokines
Pggt1b,metabolism and transport
Pgk1,metabolism and transport
Pgm2,metabolism and transport
Pgm2l1,metabolism and transport
Pgm3,metabolism and transport
Pgm5,Metabolism
Pgp,metabolism and transport
Pgpep1,Proteolysis
Pgr,Receptor
Pgrmc1,receptors and binding proteins
Pgrmc2,receptors and binding proteins
Phactr1,Signaling
Phax,translation and protein modification
Phb,Transcription
PHB,Transcription
Phex,Protease
Phf1,Epigenetic
Phf11l,Transcription
Phf15,Epigenetic
Phf19,Epigenetic
Phf20l1,Epigenetic
Phf5a,Epigenetic
Phf7,Transcription
Phf8,Cell Cycle
Phgdh,metabolism and transport
Phkg2,metabolism and transport
Phlda1,Signaling
Phlda3,Signaling
Phldb1,Signaling
Phlpp1,Signaling
Phospho1,Signaling
Phospho2,Signaling
PHSY_005264,miscellaneous and unknown
Phyhd1,Metabolism
Phyhipl,Unknown
Pi15,Proteolysis
Pi4k2a,Signaling
Pias4,Transcription
Pibf1,Immune
Pid1,Signaling
Piga,metabolism and transport
Pigb,metabolism and transport
Pigg,metabolism and transport
Pigk,metabolism and transport
Pigl,metabolism and transport
Pigm,metabolism and transport
Pign,Signaling
Pigo,metabolism and transport
Pigs,metabolism and transport
Pigt,metabolism and transport
Pigw,metabolism and transport
Pigx,metabolism and transport
Pigy,metabolism and transport
Pih1d1,Signaling
Pih1d2,Signaling
Pik3c2a,Signaling
Pik3c2b,metabolism and transport
Pik3ca,Signaling
Pik3cd,Signaling
Pik3ip1,Signaling
Pik3r1,Signaling
Pik3r2,Signaling
Pik3r3,Signaling
Pik3r4,Signaling
Pim1,Signaling
Pim3,Epigenetic
Pion,Development
Pip4k2a,Signaling
Pip5k1b,Signaling
Pip5k1c,Signaling
Pir,Transcription
Pitpna,metabolism and transport
Pitpnm2,metabolism and transport
Pitpnm3,metabolism and transport
Piwil2,Electron Transport
Pkd2l2,Development
Pkhd1,Development
Pkhd1l1,Development
Pkia,Proteolysis
Pkmyt1,Signaling
Pkn2,Signaling
Pkp2,Cytoskeleton
Pkp4,Cytoskeleton
Pla2g16,Transcription
Pla2g2a,Signaling
Pla2g2c,metabolism and transport
Pla2g2d,metabolism and transport
Pla2g4cl1,Signaling
Pla2g5,metabolism and transport
Pla2g6,metabolism and transport
Pla2g7,metabolism and transport
Pla2r1,Receptor
Plac8,Development
Plag1,Transcription
Plagl1,Transcription
Plat,Proteolysis
Plbd1,EST
Plcb4,metabolism and transport
Plcd1,metabolism and transport
Plcd4,metabolism and transport
Plce1,Signaling
Plch1,metabolism and transport
Plcl1,Signaling
Pld3,metabolism and transport
Pld5,Signaling
Pld6,metabolism and transport
Plec,Cytoskeleton
plekha5,Signaling
Plekha5,Signaling
Plekha6,Unknown
Plekha7,Signaling
Plekha8,Signaling
Plekhb1,Signaling
Plekhg1,Signaling
Plekhg3,Signaling
Plekhh2,Signaling
Plekhh3,Signaling
Plekhm2,Signaling
Plekhm3,Signaling
Plekho1,Signaling
Plekho2,Signaling
Plg,Protease
Plk2,Signaling
Plk3,Signaling
Plk5,Unknown
Pln,metabolism and transport
Plod1,metabolism and transport
Plod2,metabolism and transport
Plp1,Cytoskeleton
Plp2,Cytoskeleton
Pls1,Cytoskeleton
Plscr1,metabolism and transport
Plscr2,metabolism and transport
Plscr3,metabolism and transport
Plunc,Cytoskeleton
Plxdc1,receptors and binding proteins
Plxdc2,Binding Protein
Plxna3,receptors and binding proteins
Plxnb1,EST
Plxnb2,receptors and binding proteins
Plxnb3,receptors and binding proteins
Plxnc1,Signaling
Plxnd1,Receptor
Pm20d2,Proteolysis
Pmaip1,Signaling
Pmch,Development
Pmm1,metabolism and transport
Pmp22,Development
Pmpca,Proteolysis
Pms2,DNA Repair
PNEG_01177,miscellaneous and unknown
Pnkd,Development
Pnkp,DNA Repair
Pnliprp2,Unknown
Pnmal2,miscellaneous and unknown
Pnn,translation and protein modification
Pno1,Development
Pnoc,Growth Factors & Cytokines
Pnpla1,metabolism and transport
Pnpla2,metabolism and transport
Pnpla6,receptors and binding proteins
Pnpt1,metabolism and transport
Pnrc2,Transcription
Poc1a,Unknown
Poc1b,Unknown
Podxl,metabolism and transport
Pof1b,Development
Pofut1,Golgi
Pol3s,miscellaneous and unknown
Pole3,Transcription
Poli,Transcription
Poln,Transcription
Polq,Transcription
Polr1b,translation and protein modification
Polr1c,translation and protein modification
Polr1e,translation and protein modification
Polr2a,Transcription
Polr2d,Transcription
Polr2e,Transcription
Polr2h,Transcription
Polr2i,Transcription
Polr2j,Transcription
Polr2l-ps1,Transcription
Polr3b,Transcription
Polr3e,Transcription
Polr3k,Development
Pols,Transcription
Pom121,metabolism and transport
Pomp,Proteolysis
Pomt1,Golgi
Pon2,Metabolism
Pon3,Metabolism
Pop4,metabolism and transport
Pop5,metabolism and transport
Pop7,translation and protein modification
Popdc2,Development
Por,metabolism and transport
Porcn,Development
Porf-2,Development
Porf1,Development
Postn,Development
Pot1,Cell Cycle
Pou2f2,Transcription
Pou2f3,Transcription
Ppa1,metabolism and transport
Ppap2a,metabolism and transport
Ppap2b,metabolism and transport
Ppap2c,metabolism and transport
Ppapdc1a,metabolism and transport
Ppapdc2,metabolism and transport
Ppapdc3,metabolism and transport
Ppara,Transcription
Ppargc1a,receptors and binding proteins
Ppargc1b,Transcription
Ppfia1,Signaling
Ppfia4,Signaling
Ppfibp1,Signaling
Ppfibp2,receptors and binding proteins
Ppic,metabolism and transport
Ppil1,Immune
Ppip5k1,Signaling
Ppm1e,Signaling
Ppm1l,Signaling
Ppme1,Signaling
Ppox,metabolism and transport
PPP1CA,Signaling
Ppp1cb,Signaling
Ppp1r10,Signaling
Ppp1r11,Signaling
Ppp1r12a,Signaling
Ppp1r13b,Signaling
Ppp1r14d,Signaling
Ppp1r15a,Signaling
Ppp1r15b,Signaling
Ppp1r1a,Signaling
Ppp1r1c,Signaling
Ppp1r3c,Signaling
Ppp1r9a,Signaling
Ppp1r9b,Signaling
Ppp2ca,Signaling
Ppp2r2a,Signaling
Ppp2r2b,Signaling
Ppp2r3c,Signaling
Pprc1,Signaling
Ppwd1,metabolism and transport
Pqcp,metabolism and transport
Pqlc1,miscellaneous and unknown
Pqlc2,miscellaneous and unknown
Pqlc3,miscellaneous and unknown
Pragmin,Cytoskeleton
